area_code,area_name,name,operator,type,turbines,capacity,address,county,lon,lat
E07000145,Great Yarmouth,South Beach Wind Turbine (Somerton),Ecotricity,Wind Onshore,1,1.47,"Somerton, Great Yarmouth, Norfolk",Norfolk,1.6544623489276367,52.709894168036115
E07000143,Breckland,Swaffham 1 - Ecotech Wind Park,LRZ Ltd (Taken over by NOVERA),Wind Onshore,1,1.47,"East of West Acre Road
Swaffham
Norfolk",Norfolk,0.6832674615827424,52.65672935025567
W06000008,Ceredigion,Mynydd Gorddu Wind Farm,Cynllun Trydan Gwynt,Wind Onshore,19,0.54,Mynydd Gorddu Elerch Tal-y-Bont Dyfed,Dyfed,-3.9710005322751893,52.46629652867619
W06000008,Ceredigion,Cefn Croes Wind Farm,"Renewable Development Company Ltd, KENTECH Ltd",Wind Onshore,39,1.50,"Canolbarth Forest,  Devils Bridge  Ceredigion",Dyfed,-3.7506911300826093,52.40502768835182
W06000023,Powys,Carno 'B' Wind Farm,RWE npower,Wind Onshore,28,0.60,"Trannon Moor, Carno, Powys",Powys,-3.608162900416203,52.54943254169109
W06000023,Powys,Carno 'A' Wind Farm,RWE npower,Wind Onshore,28,0.60,"Cwm Cledan
Carno
Powys",Powys,-3.57919109063888,52.542306426221266
W06000023,Powys,Cemmaes 'B' Wind Farm,Vestas,Wind Onshore,6,0.56,"Mynydd y Cemmaes
Cemmaes
Machynlleth
Powys",Powys,-3.6720677382634026,52.657910623058356
W06000001,Isle of Anglesey,Trysglwyn Wind Farm,RWE npower,Wind Onshore,14,0.40,"Trysglwyn Fawr
Rhosybol
Isle of Anglesey
Gwynedd",Gwynedd,-4.346466425146608,53.37475972704342
W06000003,Conwy,Hafoty Ucha '2' and '3' Wind Turbine,Private Developer,Wind Onshore,3,0.85,"3 km South of Cerrigydrudion
Llangwm",Clwyd,-3.5882564844092393,52.9962022870221
E08000014,Sefton,Royal Seaforth Dock Wind Farm,Mersey Docks and Harbour Company and Windcluster Limited,Wind Onshore,6,0.50,"Royal Seaforth Dock Port of Liverpool Bootle, Sefton Merseyside",Merseyside,-3.039310375467763,53.465214436009425
W06000023,Powys,Cemmaes 'C' Wind Farm,Vestas,Wind Onshore,18,0.85,"Cemmaes
Machynlleth
Powys",Powys,-3.674336371230873,52.639897160757066
W06000001,Isle of Anglesey,Llanbabo Wind Farm,MANWEB Generation Holdings,Wind Onshore,9,2.25,"Llanbabo Wind Farm
Land tp the north of Llyn Alaw
Isle of Anglesey
Gwynedd",Gwynedd,-4.465565943595945,53.35437569944864
E06000047,County Durham,Tow Law Wind Farm,RWE npower,Wind Onshore,3,0.90,"Tow Law, Crook, County Durham",Durham,-1.8228001195384809,54.76380396575805
E06000057,Northumberland,Kirkheaton Wind Farm,Border Wind Farms Ltd /AMEC,Wind Onshore,3,0.60,"West Farm, Kirkheaton, Northumberland",Northumberland,-1.989003995382223,55.0865394605819
E08000024,Sunderland,Great Eppleton Wind Farm,Border Windfarm Limited / AMEC,Wind Onshore,4,0.75,"Great Eppleton Farm
North Lane
Hetton le Hole
Tyne and Wear",Tyne and Wear,-1.4271575967536063,54.82728530837494
E07000026,Allerdale,Great Orton Wind Farm (Extension),Great Orton Wind Farms (II) Ltd,Wind Onshore,6,0.40,"Great Orton Airfield, near Wiggonby, Carlisle, Cumbria",Cumbria,-3.072040365947869,54.87063175939957
E07000031,South Lakeland,Harlock Hill Wind Farm,The Wind Company Limited,Wind Onshore,5,0.50,"Harlock Hill Wind Farm, Pennington, Near Ulverston, Cumbria",Cumbria,-3.1467152107077845,54.20487959203701
E07000026,Allerdale,Wharrels Hill Wind Farm,Wharrels Hill Windfarm Ltd/ National Windpower,Wind Onshore,8,1.30,"Wharrels Hill
Bothel
Cumbria",Cumbria,-3.2746448946112166,54.72308137084174
E07000026,Allerdale,Oldside Wind Farm,Windprospect / Windcluster,Wind Onshore,9,0.60,"Oldside Wind Farm
Workington
Cumbria",Cumbria,-3.5563570467774053,54.659573595471784
E07000029,Copeland,Haverigg Extension Wind Farm,The Wind Company,Wind Onshore,4,0.60,"Kirksanton Airfield
Part of Hemplands Farm
Haverigg
Millom
Cumbria",Cumbria,-3.324533157836185,54.203954264103984
W06000010,Carmarthenshire,Blaen Bowi Wind Farm,WINDJEN POWER LTD,Wind Onshore,3,1.30,"Moelfre Capel Iwan Dyfed, Carmarthenshire",Dyfed,-4.441252888050256,51.997111489845956
W06000010,Carmarthenshire,Parc-Cynog Wind Farm,Micon Wind Turbines (UK) Limited,Wind Onshore,5,0.70,"Parc-Cynog Farm
Pendine
Carmarthenshire",Dyfed,-4.5297075394285775,51.75693017744081
W06000003,Conwy,Moel Maelogen A,John Laing Environmental Assets Group,Wind Onshore,2,1.30,"Moel Maelogen
Nr Llanrwst
Conwy
Gwynedd",Gwynedd,-3.724975668854097,53.136341863978885
E06000011,East Riding of Yorkshire,Out Newton Wind Farm,Powergen Renewables Developments Ltd,Wind Onshore,7,1.30,"Southfield Farms
Hull",Humberside,0.09944618195434236,53.66885368410407
S12000026,Scottish Borders,Brockholes Wind Cluster,Brockholes Farm,Wind Onshore,3,0.80,"Brockholes Farm, Grantshouse, Duns, Borders. TD11 3RL",Borders,-2.28790669336837,55.86659779280179
S12000017,Highland,Kilbraur Windfarm Farlary - Extension,Falck Renewables,Wind Onshore,8,2.50,"Dunrobin Glen, Golspie, The Highlands. KW10 6SE",Highland,-3.9786630080590992,57.99238594497493
W06000012,Neath Port Talbot,Maesgwyn,Pennant Wind Energy Ventures,Wind Onshore,13,2.00,"Maesgwyn, Glynneath, Neath, West Glamorgan. SA11",West Glamorgan,-3.659554358243974,51.73647562011551
E08000016,Barnsley,Spicer Hill Wind Farm,NA,Wind Onshore,3,2.30,"34 Spicer Hill, Whitley Road, Penistone, Sheffield, South Yorks. S36 7G",South Yorkshire,-1.692162509495872,53.53675392995596
E09000002,Barking and Dagenham,Ford Motor Company Ltd (Extension),NA,Wind Onshore,1,2.00,"Thames Avenue, Dagenham. RM9 6SA",Greater London,0.1504491223813469,51.5286792473257
S12000047,Fife,FMC Technologies,FMC Technologies,Wind Onshore,2,0.75,"Pitreavie Crescent, Pitreavie Business Park, Dunfermline, KY11 8UT",Fife,-3.4465947588342116,56.05644209994487
S12000034,Aberdeenshire,Boyndie Airfield Extension,Boyndie Wind Farm,Wind Onshore,1,2.30,"Boyndie, Banff, Grampian",Grampian,-2.651820329278382,57.6606651343108
E07000076,Tendring,Blue Gates Farm,M H Leyland Ltd,Wind Onshore,1,1.50,"Colchester Main Road, Alresford, Colchester",Essex,1.0042149199682733,51.863089693539244
E06000011,East Riding of Yorkshire,Celcon Blocks Ltd,Ecotricity / Next Generation,Wind Onshore,1,2.00,"Heck and Pollington Lane, Pollington, Goole, Humbs",Humberside,-1.0841333713315815,53.67696723123076
S12000023,Orkney Islands,Hammar's Hill,Hammers Hill Energy Ltd,Wind Onshore,5,0.90,"Evie, Orkney",Orkney Islands,-3.0726605626063748,59.09573680728686
S12000047,Fife,"F M C Land, Pitreavie Business Park",FMC Corp UK Ltd,Wind Onshore,1,1.50,"Queensferry Road, Pitreavie Crescent, Dunfermline, Fife. KY11 8UD",Fife,-3.444334755282824,56.05397954618644
S12000034,Aberdeenshire,Strath of Brydock - Extension,Green Cat Renewables,Wind Onshore,1,1.30,"Strath of Brydock, Alvah, Banff",Grampian,-2.5811300427281263,57.626166621603886
S12000008,East Ayrshire,Hare Hill (East Ayrshire),Scottish Power Renewables,Wind Onshore,20,0.66,"New Cumnock, East Ayreshire",Strathclyde,-4.1262827352067415,55.362804380213554
E07000031,South Lakeland,Kirkby Moor,Npower Renewables,Wind Onshore,12,0.40,"approximately 4km from Ulverston, within a Site of Special Scientific Interest",Cumbria,-3.13572525593787,54.2574908016804
E07000137,East Lindsey,Bambers II,NA,Wind Onshore,6,0.76,"Mile Lane, Mablethorpe, Lincolnshire",Lincolnshire,0.23842542995499313,53.321283661413716
S12000017,Highland,Millennium Extension II,West Coast Energy Ltd/Falck Renewables,Wind Onshore,6,2.50,"Millennium Windfarm, on The Achlain and Invergarry amd Aberchalder Estates, Glengarry Invergarry, Inverness-Shire, (nr Glen Moriston, Fort Augustus)",Highland,-4.883641232160011,57.15522678760265
S12000034,Aberdeenshire,Cairnmore Farm,Private Developer,Wind Onshore,3,0.85, 3km south-east of Rhynie in Aberdeenshire,Grampian,-2.8137078823872845,57.31527781400781
S12000034,Aberdeenshire,St Fergus Moss Wind Farm,Greenspan Electric St Fergus Ltd,Wind Onshore,3,2.00,"Land at St Fergus Moss, St Fergus, Peterhead",Grampian,-1.911111037765644,57.57197902748362
S12000023,Orkney Islands,"West Hill, Flotta",Scotrenewables (Scotland) Ltd,Wind Onshore,1,2.00,"West Hill, Flotta, Orkney",Orkney Islands,-3.1230924668816433,58.82696849442747
E07000163,Craven,Chelker Reservoir (Retention of Turbines),Yorkshire Water,Wind Onshore,4,0.30,"Land adjacent to Chelker Reservoir, nr Skipton",North Yorkshire,-1.914154424383353,53.962432456643775
S12000008,East Ayrshire,Whitelee Windfarm Extension phase 2,NA,Wind Onshore,39,3.00,north of the Irvine Valley on Eaglesham Moor,Strathclyde,-4.317630409005395,55.63942793329074
S12000034,Aberdeenshire,Hill of Balquhindachy extension,Private Developer,Wind Onshore,2,0.85,"Methlick, Ellon",Grampian,-2.2410407024389136,57.472370315115676
W06000016,Rhondda Cynon Taf,Taff Ely Wind Farm,Npower Renewables,Wind Onshore,20,0.45,10 kilometres (km) north east of Bridgend,Mid Glamorgan,-3.464812554746339,51.56938795571679
S12000047,Fife,Mossmorran Wind Farm,Airvolution Energy,Wind Onshore,2,2.00,"Land At To The West Of Chemical Works, Mossmorran, Fife",Fife,-3.3176988232429396,56.09052119072265
S12000034,Aberdeenshire,Courtstone Wind Turbine,Private Developer,Wind Onshore,1,2.30,"Methlick
Ellon
AB41 7HH",Grampian,-2.260958354865899,57.39198093991044
S12000017,Highland,Lairg Wind Farm,ABO Wind,Wind Onshore,3,2.50,Land To South Of Toroboll Lairg Highland,Highland,-4.348700172768197,58.00272971918062
W06000015,Cardiff,G24 Innovations Turbine,NA,Wind Onshore,1,2.30,"Wentloog Environmental Centre, WENTLOOG AVENUE, WENTLOOG",South Glamorgan,-3.1042154406330353,51.50666186344294
S12000034,Aberdeenshire,Mornflake Oats Wind Turbine,Mornflake Oats/ Hamlyns Oats,Wind Onshore,1,2.30,"Cairnton Road
Boyndie
Banff
AB45 2LR",Grampian,-2.6461580196239343,57.65985881649707
N09000001,Antrim and Newtownabbey,Wind Turbine 1,Brett Martin Ltd,Wind Onshore,1,2.30,"24 ROUGHFORT ROAD
MALLUSK
NEWTOWNABBEY
BT36 4RB
Northern Ireland",Co. Antrim,-6.019599892318623,54.68792229752673
S12000034,Aberdeenshire,Clochnahill Wind Farm,Private Developer,Wind Onshore,4,1.30,"Clochnahill, Stonehaven AB39 2XY",Grampian,-2.2906091189990394,56.933475789803275
N09000008,Mid and East Antrim,Ballymena Wind Park Limited,White Young Green Planning,Wind Onshore,2,2.35,Michelin Tyre PLC Raceview Road Ballymena BT42 4HZ Northern Ireland,Co. Antrim,-6.233153215646491,54.87950234454448
S12000034,Aberdeenshire,St John Hill,Auquhirie Land Company Ltd,Wind Onshore,3,2.50,"St John Hill Windfarm Near Roadside of Kinneff, Stonehaven",Grampian,-2.2724237190361674,56.89354967517467
E07000010,Fenland,MARCH SEWAGE TREATMENT WORKS - WIND TURBINE,TCI Renewables,Wind Onshore,1,2.00,"Anglian Water Authority, Creek Road, March, Cambridgeshire PE15 8RY",Cambridgeshire,0.12147833888837797,52.571338919310534
N09000004,Causeway Coast and Glens,Brockaghboy Wind Farm - extension,Greencoat,Wind Onshore,4,3.00,west of Dowlins Bridge.  in the townlands of Knockoneill and Dunavenny on the Drumbane Road.  7.5km south of Garvagh,Co. Derry / Londonderry,-6.869208907802035,54.899112396576754
S12000005,Clackmannanshire,Burnfoot Hill,EDF Energies Nouvelles,Wind Onshore,13,2.00,"Burnfoot Hill, Clackmannanshire",Central,-3.7727848369803945,56.209110719908836
E07000163,Craven,Chelker Reservoir,Yorkshire Water,Wind Onshore,4,0.30,"Land adjacent to Chelker Reservoir, nr Skipton",North Yorkshire,-1.914154424383353,53.962432456643775
S12000034,Aberdeenshire,Strath of Brydock,Green Cat Renewables,Wind Onshore,2,1.30,"Strath of Brydock
Alvah
Banff",Grampian,-2.5811300427281263,57.626166621603886
S12000034,Aberdeenshire,House O'Hill,Green Cat Renewables,Wind Onshore,3,1.67,"Land Around House O'Hill
Fraserburgh",Grampian,-2.042508745986794,57.62192685552688
N09000005,Derry City and Strabane,Owenreagh Extension,EF Energy,Wind Onshore,6,0.85,"Land near Craignagapple 10km South East of Strabane, County Tyrone",Co. Tyrone,-7.334086359007927,54.80655389993534
E06000013,North Lincolnshire,Bagmoor,Munich Re (previously Wind Prospect),Wind Onshore,8,2.00,2km East of Flixborough,Humberside,-0.6671975472116246,53.6277047038787
E06000011,East Riding of Yorkshire,Croda Chemicals Europe,Croda Chemicals,Wind Onshore,1,3.00,"Croda International Plc
Cowick Hall
Snaith
Goole
East Yorkshire
DN14 9AA",Humberside,-1.007207851843365,53.68233179223538
E07000026,Allerdale,"Eastman Chemicals, Workington",NA,Wind Onshore,2,2.00,"Eastman Chemical Workington Ltd, Siddick, Workington, Cumbria, CA14 1LG",Cumbria,-3.5401292656984347,54.671150527515756
E07000175,Newark and Sherwood,Lindhurst Wind Farm,Npower Renewables,Wind Onshore,5,3.00,"Lindhurst, South of Mansfield",Nottinghamshire,-1.1516018770050642,53.11750395555744
S12000030,Stirling,Craigengelt,Scotia Wind Ltd,Wind Onshore,8,2.50,"Craigengelt Hill, Stirling",Central,-4.049664544487481,56.05425899122035
E06000011,East Riding of Yorkshire,Saltend Wind Turbine,Yorkshire Water,Wind Onshore,1,1.30,"Hull Waste Water Treatment Works, Hull Road, Saltend, Hull, HU12",Humberside,-0.23648631333347855,53.74438962575907
E06000011,East Riding of Yorkshire,Loftsome Bridge,Yorkshire Water,Wind Onshore,2,1.00,"Loftsome Bridge Water Treatment Works, Water Treatment Works Acc Rd, Barmby On The Marsh, East Riding Of Yorkshire, DN14 6ET",Humberside,-0.9376537397921599,53.75678946180623
E08000024,Sunderland,Nissan Wind Farm,Nissan Manufacturing UK,Wind Onshore,6,0.66,"Nissan plant, Sunderland",Tyne and Wear,-1.4807596635229987,54.913886260701155
W06000010,Carmarthenshire,Parc Cynog Extension,Nuon,Wind Onshore,6,1.30,"Parc Cynog, Pendine, Carms",Dyfed,-4.533746209299497,51.7591813406641
E07000010,Fenland,Ranson Moor (phase 1),Fenpower Limited,Wind Onshore,3,2.00,"Land North of ransonmoor Farm 
Benwick Road
Doddington
Cambs, Cambridgeshire, PE15 0TY",Cambridgeshire,0.0313753905150258,52.51266842143429
E07000010,Fenland,Ranson Moor Wind Farm (Phase 2),EcoGen Projects / Fenpower,Wind Onshore,2,2.00,"Land North East Of Ransonmoor Farm
Benwick Road
Doddington
March
Cambridgeshire, PE15 0TY",Cambridgeshire,0.03732149786848408,52.51058808190048
E06000047,County Durham,West Durham Wind Farm,ESBI,Wind Onshore,12,2.00,"Land to the north of Tow Law, Co Durham",Durham,-1.8150296284151324,54.763792383402865
W06000010,Carmarthenshire,Dyffryn Brodyn Wind Farm,RES,Wind Onshore,11,0.50,"Dyffryn Brodyn Wind Farm, near Llanboidy, north of St Clears",Dyfed,-4.590718699286763,51.91118130078318
S12000034,Aberdeenshire,North Red Bog,Green Cat Renewables,Wind Onshore,2,0.80,"North Redbog
Strichen
Aberdeenshire
AB43 6RQ",Grampian,-2.0091011320794485,57.58763912260927
E06000042,Milton Keynes,Milton Keynes Wind Farm,Gravis Capital Management,Wind Onshore,7,2.00,"Petsoe Manor Farm, Near Emberton",Buckinghamshire,-0.6865442552945933,52.13279376240286
E06000047,County Durham,Broom Hill Farm,NA,Wind Onshore,4,2.00,"Broom Hill Farm
Wolsingham Road
Stanley
Crook
Durham",Durham,-1.760715786932628,54.7502177138761
E07000026,Allerdale,Winscales Moor,Gravis Capital Management,Wind Onshore,7,0.85,Winscales Moor,Cumbria,-3.4968120174331783,54.64234880142183
E07000244,East Suffolk,Wind Farm Africa Alive,SLP Energy,Wind Onshore,2,2.05,"Whites Lane
Kessingland
Lowestoft
Suffolk
NR33 7T",Suffolk,1.7028337894000218,52.41479442061639
S12000017,Highland,Beinn Tharsuinn Extension (Beinn nan Oighrean),Midefearn Renewables,Wind Onshore,2,2.30,"Beinn Tharsuinn Wind Farm, Edderton, Highland.",Highland,-4.248151115151843,57.78822535687673
S12000034,Aberdeenshire,St John's Well,Green Cat Renewables,Wind Onshore,3,0.80,"St John's Wells
Fyvie
Formartine
Aberdeenshire",Grampian,-2.3251990313216067,57.42662131451159
E07000026,Allerdale,Hellrigg Wind farm - Resubmission,Npower Renewables,Wind Onshore,4,2.50,"Park Head Farm
Silloth
Carlisle",Cumbria,-3.3475198165149256,54.853283006388935
W06000023,Powys,Bryn titli Windfarm,Innogy,Wind Onshore,22,0.45,"Bryntitli Platuae, North of Rhayader
Powys",Powys,-3.5655918863565605,52.36716539848533
E06000052,Cornwall,Delabole (Repowering),Good Energy Generation,Wind Onshore,4,2.30,"Delebole
North Cornwall",Cornwall,-4.705305755859478,50.63775082546652
E07000010,Fenland,Whittlesey,REG Windpower (previously Cornwall Light and Power),Wind Onshore,3,3.00,"McCain's Food, Funtham's Lane, Whittlesey, Peterborough",Cambridgeshire,-0.17192981155055254,52.55796326706328
E08000018,Rotherham,Advanced Manufacturing Research Centre,NA,Wind Onshore,2,1.30,"Advanced Manufacturing Park
Wallis Way
Catcliffe
Rotherham
S60 5TZ",South Yorkshire,-1.3778688500726501,53.38757093646487
W06000022,Newport,Solutia UK Ltd,Solutia / Vestas,Wind Onshore,2,2.50,"Traston Road, Newport, South Wales",Gwent,-2.9626159436991633,51.56658052944407
E06000047,County Durham,High Haswell Wind Farm,Hallam Land Management,Wind Onshore,2,2.00,"Colliery Farm, Green Lane, High Haswell",Durham,-1.4312185309086567,54.78751177629009
W06000023,Powys,Llandinam Windfarm,CELTPOWER LTD,Wind Onshore,103,0.30,10km south of Newtown,Powys,-3.4308308758081156,52.44210427997046
E06000052,Cornwall,Goonhilly Downs Wind Farm Repower,REG Windpower (previously  Cornwall Light & Power),Wind Onshore,6,2.00,"Goonhilly Downs Wind Farm, Bonython Manor, Cury Cross Lanes, Helston, Cornwall, TR12 7BA",Cornwall,-5.200212608179901,50.05036215362182
E06000057,Northumberland,MSD Cramlington,NA,Wind Onshore,2,2.00,"Shotton Lane, Cramlington, Northumberland, NE23 3JU",Northumberland,-1.62216588921355,55.103495586714445
S12000034,Aberdeenshire,Skelmonae Wind Farm,Private Developer,Wind Onshore,4,0.90,"Skelmonae
Methlick
Ellon
AB41 7JR",Grampian,-2.18975432315572,57.42082602182915
E06000052,Cornwall,Carn Vean,NA,Wind Onshore,5,2.00,"Carn Vean, Tretheague Mill, Stithians, Truro, Cornwall",Cornwall,-5.187462213090177,50.17990608719927
E07000128,Wyre,Dewlay Cheese Wind Turbine,Dewlay Cheese Company,Wind Onshore,1,2.00,"Dew Lay Products Limited
Garstang Pass Road, Garstang, Preston PR3 0PR.",Lancashire,-2.785950368197715,53.88825610311918
E07000117,Burnley,Coal Clough Wind Farm,RES,Wind Onshore,24,0.40,Burnley,Lancashire,-2.1499836851736576,53.74966190553861
S12000011,East Renfrewshire,Myres Hill,National Energy Laboratories (NEL),Wind Onshore,2,0.90,Galloway,Strathclyde,-4.279044010789604,55.69185764916013
E06000047,County Durham,High Sharpley Wind Farm,REG Windpower (previously Cornwall Light & Power),Wind Onshore,2,1.30,"High Sharpley and South Sharpley Farms
Near Seaham
County Durham",Durham,-1.3375345659605955,54.84032741696041
S12000011,East Renfrewshire,National Wind Turbine Test Site,NEL,Wind Onshore,2,2.30,"National Wind Turbine 
Test site
Myres Hill
Eaglesham",Strathclyde,-4.28438527141785,55.690679812856246
E07000112,Folkestone and Hythe,Little Cheyne Court Wind Farm,RWE npower,Wind Onshore,26,2.30,"Little Cheyne Court, Romney Marsh
Near Lydd
Kent",Kent,0.8227368167018895,50.96382348888882
N09000005,Derry City and Strabane,Bessy Bell Wind Farm,"Colham Energy Ltd, plus Airtricty extrension",Wind Onshore,10,0.50,"Bessy Bell Mountain Baronscourt Estate Newtownstewart, County Tyrone",Co. Tyrone,-7.440459142406138,54.70395082551546
E07000010,Fenland,Long Hill Road,Snow Mountain Investment Ltd,Wind Onshore,1,2.00,"Foundry Way
Longhill Road
March",Cambridgeshire,0.0893025828277622,52.57309802181904
N09000004,Causeway Coast and Glens,Corkey Wind Farm,B9 Energy Services Ltd/ ScottishPower Renewables,Wind Onshore,10,0.50,"Slievenahanaghen Mountain
(Accessed via Corkey Road)
Cloughmills
County Antrim",Co. Antrim,-6.287311150377233,55.04356279733208
E07000244,East Suffolk,Ness point Wind Turbine 1,SLP Energy,Wind Onshore,1,2.30,"Land off North Beach Industrial Estate
Off Wilde Street
Nesspoint
Lowestoft",Suffolk,1.7610160152931509,52.48041806365654
N09000001,Antrim and Newtownabbey,Elliot's Hill Wind Farm,B9 Energy Services Ltd/ ScottishPower Renewables,Wind Onshore,10,0.50,"Elliot's Hill
Tildarg
near Ballyclare
County Antrim",Co. Antrim,-6.118966594133809,54.73893282272181
S12000017,Highland,Causeymire,Innogy (formerly RWE npower),Wind Onshore,24,2.00,"Causey Mire, Caithness, Highlands",Highland,-3.0854229023470463,58.44346980655195
S12000028,South Ayrshire,Hadyard Hill,Scottish and Southern Energy (SSE),Wind Onshore,52,2.30,"Hadyard Hill, East of Girvan, South Ayrshire",Strathclyde,-4.731906523719055,55.25682334728224
E06000047,County Durham,Hare Hill (B),Powergen,Wind Onshore,2,1.35,"Hare Hill, Durham",Durham,-1.4151091160672187,54.761580650846184
N09000004,Causeway Coast and Glens,Rigged Hill Wind Farm,B9 Energy Services Ltd/ ScottishPower Renewables,Wind Onshore,10,0.50,"Rigged Hill, 11km east of Limavady, County Londonderry",Co. Derry / Londonderry,-6.819826290899966,55.021853858096286
N09000005,Derry City and Strabane,Bin Mountain,Greencoat UK Wind,Wind Onshore,6,1.50,"Lough Hill
Castle Craig, Curraghmacall
Drummahon,",Co. Tyrone,-7.605365749795813,54.64136354067029
S12000026,Scottish Borders,Crystal Rig Phase 1,Fred Olsen Renewables,Wind Onshore,25,2.50,"Crystal Rig, Scottish Borders",Borders,-2.5075060153185906,55.88295033458819
S12000029,South Lanarkshire,Black Law,Scottish Power Renewables,Wind Onshore,54,2.30,"Black Law, Climpy",Strathclyde,-3.762566605237585,55.76218898600727
S12000021,North Ayrshire,Ardrossan,Airtricity,Wind Onshore,12,2.00,"Near Ardrossan
North Ayreshire",Strathclyde,-4.806141229892186,55.64389979205482
N09000005,Derry City and Strabane,Owenreagh Wind Farm,EF Energy,Wind Onshore,10,0.50,"Land near Craignagapple 10km South East of Strabane 
County Tyrone",Co. Tyrone,-7.339018543375983,54.80968426439162
S12000030,Stirling,Braes O'Doune,Greencoat UK Wind,Wind Onshore,36,2.00,"Stirling,  2 km to the north of Braes of Doune",Central,-4.05893742692429,56.269828921584335
S12000023,Orkney Islands,Thorfinn Wind Farm - NM1500,Vestas,Wind Onshore,1,1.50,"Burgar Hill, Orkney",Orkney Islands,-3.1438281774100894,59.11310899640469
N09000006,Fermanagh and Omagh,Slieve Rushen Phase 1 Wind Farm,Sean Quinn Group,Wind Onshore,10,0.50,"Slieve Rushen
Derrylin
20km south of Enniskillen, County Fermanagh",Co. Fermanagh,-7.628400115712543,54.1902810356945
S12000017,Highland,Boulfruich,Private Developer,Wind Onshore,15,0.85,"Houstry
Dunbeath
Caithness",Highland,-3.4433540218413103,58.29993747342422
E07000136,Boston,Bicker Fen,Wind Prospect,Wind Onshore,13,2.00,"Bicker Fen, Bicker, Boston, Lincolnshire",Lincolnshire,-0.21781493507710448,52.937944878794255
E07000010,Fenland,Stags Holt,Powergen / Wind Prospects,Wind Onshore,9,2.00,"March
Cambridgeshire",Cambridgeshire,0.12329141758002381,52.569768879195024
N09000006,Fermanagh and Omagh,Tappaghan,Greencoat UK Wind,Wind Onshore,13,1.50,"Lack, Tappaghan Mountains, Northern Ireland",Co. Fermanagh,-7.695579789055317,54.547135624891936
E07000010,Fenland,Glass Moor,Fenland Windfarms Ltd,Wind Onshore,8,2.00,"Glass Moor
Near Pondersbridge
Cambridgeshire",Cambridgeshire,-0.1088027913438744,52.51856144540121
E07000140,South Holland,Gedney Marsh,Wind Prospect,Wind Onshore,6,2.00,"Gedney Marsh
Gedney Drove End
Lincolnshire",Lincolnshire,0.10677781063317436,52.83616828882991
S12000017,Highland,Ben Aketil,RDC Scotland (Renewable Development Co.),Wind Onshore,10,2.30,"Ben Aketil
Feorlig
Dunvegan",Highland,-6.458341100824114,57.42980815409652
E07000165,Harrogate,Knabs Ridge Windfarm,RWE npower,Wind Onshore,8,2.00,"Land between Skipton Road and Penny Pot Lane, Selliscliffe, Harrogate",North Yorkshire,-1.6495751803425995,53.99903609077978
S12000021,North Ayrshire,Kelburn,Renewable Energy Systems (RES),Wind Onshore,14,2.00,"Largs
North Ayrshire",Strathclyde,-4.8062398069461025,55.756260681762775
E07000011,Huntingdonshire,Ramsey 1,REG Windpower,Wind Onshore,1,1.80,"Rear of Packing Station
St Mary's Road
Ramsey
Cambs",Cambridgeshire,-0.10629744891217227,52.446888345155436
E07000137,East Lindsey,Bambers Farm,Ecotricity,Wind Onshore,8,0.60,"Mile Lane, Mablethorpe, Lincolnshire",Lincolnshire,0.23842542995499313,53.321283661413716
E09000002,Barking and Dagenham,Ford Wind Park - Dagenham,Ecotricity,Wind Onshore,2,2.96,"Ford Motor Company Estate
Kent Avenue
Dagenham",Greater London,0.1508289572651296,51.51869021593395
E07000143,Breckland,Swaffham Plashes II,Ecotricity,Wind Onshore,1,1.79,"Old Sporle Road
Swaffham",Norfolk,0.7007017598081061,52.65768194170886
E07000187,Mendip,Shooters Bottom Wind Park,Ecotricity,Wind Onshore,1,2.00,"Shooters Bottom, Chewton Mendip,",Somerset,-2.5834399185685895,51.254369372703096
N09000005,Derry City and Strabane,Bessy Bell Extension,Bessy Bell Windfarm,Wind Onshore,6,1.30,"Bessy Bell Moutain, 5km south of Newtownstewart, 17km south of Strabane and 9km northwest of Omagh",Co. Tyrone,-7.426539336524523,54.70503565767535
E07000121,Lancaster,Caton Moor Windfarm Repowering,Hainsford Energy,Wind Onshore,8,2.00,"Littledale,
Caton
Lancashire",Lancashire,-2.654016206647382,54.06982050905185
W06000003,Conwy,Moel Maelogen A Phase 2,John Laing Environmental Assets,Wind Onshore,8,1.30,"Moel Maelogen, Nr Llanrwst, Conwy, Gwynedd",Gwynedd,-3.724975668854097,53.136341863978885
E07000125,Rossendale,Scout Moor Windfarm,Munich Re (previously Peel),Wind Onshore,26,2.50,"Land at Scout Moor, off Edenfield Road, Rochdale",Lancashire,-2.2678585349352143,53.668976590003474
E07000235,Malvern Hills,The Haven,Private Developer,Wind Onshore,1,1.20,"The Haven
Oxhill Farm
Blackmor Park
Malvern
Worcestershire",Hereford and Worcester,-2.318411789486916,52.12897580256101
E07000137,East Lindsey,The Hollies,National Wind Power,Wind Onshore,2,1.30,"The Hollies
High Lane 
Croft
Skegness
pe24 4sh",Lincolnshire,0.2411055257108241,53.14301855431299
S12000034,Aberdeenshire,Tullo Farm,West Coast Energy (agents for Tullo Wind Ltd and GE Wind),Wind Onshore,7,2.50,"Tullo Farm, Laurencekirk, Aberdeenshire
Garvock
Laurencekirk",Grampian,-2.2107583566282183,56.96390981142941
